date,time,title,author,sbuject,resume
12/09/2023,19:40,Adultos mayores sin billeteras digitales,Lucía Bustamante,Voz Universitaria,"“Debemos potenciar la bancarización, hacerla más democrática, y apoyar, en paralelo, la mejora del sistema pensionario en el país, pues así los f..."
12/09/2023,19:40,Diecisiete objetivos para salvar al mundo,Bettina Woll,Colaboradores,"“Nunca en la historia hemos tenido a disposición tanto conocimiento, tecnología y recursos para enfrentar las desigualdades”."
12/09/2023,19:40,Perú vs. Brasil: así fue la llegada del bus de la selección peruana al Estadio Nacional | VIDEO,Redacción EC,Selección,"Cientos de hinchas, algunos incluso sin boleto en mano para este encuentro, se apostaron en las calles aledañas al José Díaz para brindarle el re..."
12/09/2023,19:38,Con gol de Rondón: Venezuela derrotó 1-0 a Paraguay por fecha 2 de Eliminatorias 2026 | VIDEO,Redacción EC,Fútbol mundial,El delantero de River Plate fue el héroe del Venezuela vs. Paraguay por la fecha 2 de las Eliminatorias rumbo al Mundial 2026.
12/09/2023,19:38,Quién ganó entre Venezuela vs. Paraguay por Eliminatorias rumbo al Mundial | VIDEO,Redacción EC,Fútbol mundial,Venezuela se impuso ante Paraguay por la fecha 2 de las Eliminatorias rumbo al Mundial 2026.
12/09/2023,19:37,Resultado del partido de Venezuela vs. Paraguay desde Maturín,Redacción EC,Fútbol mundial,Mira el resumen del partido Venezuela vs. Paraguay por las Eliminatorias 2026.
12/09/2023,19:37,Paraguay (0-1) Venezuela por las Eliminatorias CONMEBOL | RESUMEN Y GOL,Redacción EC,Fútbol mundial,Paraguay no pudo ante Venezuela en Maturín y solo sumó un punto en esta fecha doble de las Eliminatorias. 
12/09/2023,19:36,A qué hora jugó la Selección Venezuela vs. Paraguay,Redacción EC,Selección,Conoce los horarios para en los que se vieron Venezuela vs Paraguay por la fecha 2 de las Eliminatorias 2026   
12/09/2023,19:34,Campaña privada de esterilización logra atender a más de 60 perros y gatos en un día: ¿cuál es el estado de la Ley “Cuatro patas”?,Francesca Raffo,Lima,Especialistas explicaron que es urgente que la ley que prioriza la esterilización de animales sea efectiva para que el Estado sea parte de jornad...
12/09/2023,19:34,Garbage no hace honor a su nombre y ofrece un concierto inolvidable | CRÓNICA,Ángel Navarro,Música,La banda estadounidense regresó a Lima después de 9 años para un show en el anfiteatro del Parque de la Exposición que evocó sus grandes actuacio...
12/09/2023,19:33,¿Cuáles son las claves de la investigación por juicio político contra Joe Biden?,Agencia EFE,EEUU,"El presidente de la Cámara de Representantes, Kevin McCarthy, abrió una investigación contra el presidente, aunque sin expectativas de prosperar."
12/09/2023,19:33,"Vacuna bivalente: las nuevas disposiciones del Minsa, cómo marcha la inmunización y dónde se está aplicando",Hernán Medrano Marin,Sucesos,El Gobierno ha publicado una serie de nuevas directivas a regir en todo el territorio nacional. Una de estas es el uso exclusivo de la vacuna biv...
12/09/2023,19:33,"Anemia en niños de 6 a 35 meses no se detiene: incrementó a 43,6% en el primer semestre del año | INFORME",José Cayetano ,Perú,"El porcentaje registrado en este periodo supera al reportado en todo el 2022: 42,4%. También se ha incrementado la presencia de la enfermedad en ..."
12/09/2023,19:33,Aldo Corzo: por qué es un jugador de selección para utilizar siempre “en caso de emergencia” | OPINIÓN,Carlos Salas Abusada,Selección,"Aldo Corzo será titular este martes ante Brasil y le tocará enfrentarse nada menos que a Neymar. Cada vez que fue requerido, el defensor cumplió...."
12/09/2023,19:33,Renato Tapia: qué significa que sea ‘el Reynoso’ de Juan Reynoso,Carlos Salas Abusada,Selección,"Renato Tapia destacó ante Brasil como central. En ese puesto se mostró en su mejor versión ante Paraguay, haciendo recordar a lo que era Juan Rey..."
12/09/2023,19:33,"“No es ídolo como Ronaldo o Ronaldinho”: El extraño caso de Neymar, el goleador histórico de Brasil, un ídolo discutido que casi siempre le anotó...",Marco Quilca León,Selección,"Con un doblete ante Bolivia, Neymar superó a Pelé y se convirtió en el goleador histórico de la selección brasileña; sin embargo, está a años luz..."
12/09/2023,19:31,Naturgas: “Nuestros gobiernos (de Perú y Colombia) no tienen la capacidad financiera para construir gasoductos”,Juan  Saldarriaga,Día 1,"Luz Stella Murgas, presidenta de la Asociación Colombiana de Gas Natural, sostiene que la construcción de redes de ductos es una labor que compet..."
12/09/2023,19:31,El sector inmobiliario es el tercero más sancionado ante Indecopi: ¿qué hacer si detecto defectos en mi casa o departamento?,Sebastián Ramírez Mendoza,Lima,"El Indecopi informó a El Comercio que, de acuerdo con la plataforma digital “Mira a quién le compras”, el sector inmobiliario es el tercero más s..."
12/09/2023,19:31,Alejandro Sánchez entre la expulsión y la deportación: ¿Cuáles son los riesgos de la segunda opción?,Sebastian Ortiz Martínez,Justicia,La presidenta Boluarte afirmó que su gobierno busca que expulsión de empresario sea al Perú y no a México. Los ex procuradores Maldonado y Vargas...
12/09/2023,19:31,"Perú vs. Brasil: Corzo, Tapia y dos líneas de cuatro para volver a sumar ante el Scratch luego de 16 años",Christian Cruz Valdivia,Selección,"Juan Reynoso optaría por un 4-4-2 para enfrentar a Brasil, con Aldo Corzo por derecha para frenar a Neymar. El Scratch es el rival al que Perú en..."
12/09/2023,19:20,Mal inicio de Paraguay: cayó ante Venezuela y solo suma un punto en las Eliminatorias | VIDEO,Redacción EC,Fútbol mundial,"Vía Tigo Sports y GEN en vivo, Paraguay vs. Venezuela este martes 12 de septiembre."
12/09/2023,19:20,¿Dónde comer en la Av. Petit Thouars? 5 lugares que no tienen pierde,Marilia Pastor,Provecho,La tradición y las nuevas propuestas gastronómicas viven de la mano en esta transitada avenida. Nos dimos una vuelta y encontramos estas delicios...
12/09/2023,19:19,Google prepara soporte multidispositivo para la aplicación Mensajes,Agencia Europa Press,Actualidad,"Google está preparando una actualización para Mensajes que dota a este servicio del soporte multidispositivo, para que se pueda acceder a los men..."
12/09/2023,19:16,Ecuador vs. Uruguay: el penal no sancionado a favor de los ‘charrúas’ en la jugada final | VIDEO,Redacción EC,Fútbol mundial,"Federico Valverde envió el balón a área ecuatoriana y, en el intento de despejar el balón, el golero local Hernán Ismael Galíndez impactó al atac..."
12/09/2023,19:08,Uruguay (1-2) Ecuador: resumen y goles del partido por Eliminatorias | VIDEO,Redacción EC,Selección,Uruguay no pudo mantener la ventaja ante Ecuador por la fecha 2 de las Eliminatorias 2026 desde Quito.
12/09/2023,19:03,¿Qué dijo Juan Vargas sobre los nuevos jugadores que han aparecido en la selección peruana?,Redacción EC,Qué,"El ‘Loco’ formó parte del último combinado bicolor que le empató al ‘Scratch’ en Lima, y a pocas horas del esperado duelo en el Nacional, opinó t..."
12/09/2023,19:01,Presidenta del tribunal electoral de Guatemala: “Se quebró la custodia del voto”,Agencia EFE,Centroamérica,La magistrada Irma Palencia advirtió que con las acciones de la Fiscalía “ya no son responsables del voto” y que la intervención “es grave y pone...
12/09/2023,18:59,En los últimos minutos: Rondón anota el 1-0 de Venezuela vs. Paraguay por Eliminatorias 2026 | VIDEO,Redacción EC,Selección,El delantero de River Plate no perdonó desde los doce pasos y le da primera victoria a la Vinotinto en estas Eliminatorias.
12/09/2023,18:56,"Alineación, Colombia vs Chile 2023",Redacción EC,Colombia,Conoce cuál sería el once inicial de la selección colombiana por la fecha 2 de las Eliminatorias ante Venezuela.  
12/09/2023,18:53,Fiscal de la Nación: “Soy respetuosa del estado de derecho y no me involucren en decisiones parlamentarias”,Redacción EC,Justicia,Patricia Benavides se refirió a la investigación de la Comisión de Justicia del Congreso a los miembros de la JNJ y pidió que se respeten sus gar...
12/09/2023,18:51,Formación de Chile vs. Colombia hoy por Eliminatorias 2026,Redacción EC,Selección,Este es el once que Eduardo Berizzo formará ante la selección de Colombia por las Clasificatorias 2026.
12/09/2023,18:50,Ecuador vs Uruguay: resumen y goles del triunfo de La Tri por Eliminatorias | VIDEO,Redacción EC,Fútbol mundial,"Ecuador dio vuelta el marcador con doblete de Félix Torres ante Uruguay, que había adelantado con gol de Canobbio."
12/09/2023,18:45,COVID-19: aplican dosis de refuerzo de la vacuna bivalente a presos de todas las cárceles del país,Redacción EC,Seguridad,Los reos mayores de 60 años y aquellos que padecen de alguna comorbilidad fueron los primeros en ser inoculados. Minsa indicó que se espera vacun...
12/09/2023,18:43,“Habana fénix” llega a Lima desde Cuba y se presentará en el Gran Teatro Nacional,Redacción EC,Teatro,Propuesta escénica se presentará el 11 y 12 de noviembre en el Teatro Nacional. D1 de Vania Masias formará parte del espectáculo 
12/09/2023,18:36,Imágenes de las devastadoras inundaciones que han dejado más de 3.000 muertos y 10.000 desaparecidos en Libia         ,BBC News Mundo,África,La lluvias torrenciales de la tormenta Daniel han arrasado zonas del este de Libia dejando una estela de muerte y devastación a su paso
12/09/2023,18:34,Fiscalía de Guatemala abre cajas con votos pese a desautorización de tribunal electoral,Agencia EFE,Centroamérica,"“Están tomando medidas desesperadas para tumbar la democracia en Guatemala porque no ganaron en las urnas”, explicó a periodistas el diputado Sam..."
12/09/2023,18:33,¡Victoria en Quito! Ecuador derrotó 2-1 a Uruguay por Eliminatorias 2026,Redacción EC,Selección,Ecuador logró remontar el 1-0 inicial sobre Uruguay desde Quito.
12/09/2023,18:33,Todo sobre el nuevo iPhone 15 con cargador USB-C | VIDEO,Redacción EC,Tecno,"Apple presentó el nuevo iPhone 15 el martes, con los puertos de carga Lightning reemplazados por uno USB-C tras un enfrentamiento con la Unión Eu..."
12/09/2023,18:32,Cuánto quedó Ecuador vs. Uruguay desde el estadio Rodrigo Paz Delgado | VIDEO,Redacción EC,Selección,Mira el resumen del partidazo entre la selección de Ecuador vs. Uruguay por la fecha 2 de las Eliminatorias 2026.
12/09/2023,18:31,"RESULTADO, Uruguay no pudo ante Ecuador en Quito",Redacción EC,Selección,Uruguay visitó a la selección de Ecuador por la segunda fecha de las Clasificatorias rumbo al Mundial 2026.
12/09/2023,18:30,Uruguay cayó 2-1 ante Ecuador por la fecha 2 de las Eliminatorias 2026 | VIDEO,Redacción EC,Selección,"La selección de Uruguay visitó a Ecuador en Quito en busca de sumar su segunda victoria consecutiva, pero no lo logró."
12/09/2023,18:30,"Precio del dólar en Perú hoy, martes 12 de setiembre: a cuánto cerró el tipo de cambio",Redacción EC,Mercados,Consulta la cotización en compra y venta de la moneda estadounidense en el país de este martes 12 de setiembre.
12/09/2023,18:30,Tiroteo en Luisiana: Un muerto y dos heridos tras ataque armado en escuela de EE.UU.,Agencia EFE,EEUU,"El suceso tuvo lugar en Greensburg y el supuesto agresor, menor de edad, fue detenido, según la prensa."
12/09/2023,18:24,Deuda saldada: Ecuador venció a Uruguay con doblete de Félix Torres,Redacción EC,Selección,Ecuador recibirá a Uruguay en el estadio Rodrigo Paz Delgado de Quito por la segunda fecha de las Eliminatorias rumbo al Mundial.
12/09/2023,18:23,5 bares en Lima para ver el partido Perú vs Brasil,Redacción EC,Perú,En estos lugares podrás ver el encuentro entre la selección peruana y la brasileña disfrutando de unas buenas bebidas y piqueos. Conoce la lista ...
13/09/2023,23:38,"Horóscopo de hoy, miércoles 13 de setiembre: pronósticos según tu signo",Redacción EC,Vida social,"Conoce lo que te deparan las estrellas en el trabajo, amor y negocio. ¿Qué dice tu signo hoy, miércoles 13 de setiembre?"
13/09/2023,23:18,Efemérides del 13 de septiembre: ¿Qué pasó en el mundo un día como hoy?  ,Agencia EFE,Actualidad,"Conoce qué sucedía en el mundo un 13 de septiembre, un día cargado de nacimientos, muertes y otros momentos históricos que conmocionaron al mundo..."
13/09/2023,23:03,Taiwán dice que detectó 68 cazas y 10 buques chinos cerca de su territorio,Agencia AFP,Asia,“Fueron detectados 68 aviones del EPL y 10 buques del EPLN” entre el miércoles y la mañana del jueves.
13/09/2023,23:00,Los Olivos: sicario se hace pasar por pasajero y mata a balazos a mototaxista | VIDEO,Redacción EC,Policiales,El crimen de Luis Valverde Tamayo ocurrió en el asentamiento humano Municipal Chillón. Su familia denunció que anteriormente ya había sido atacad...
13/09/2023,22:55,Karen Schwarz reveló que desea regresar a la televisión: “Ya sé cómo manejarlo”,Redacción EC,Farándula,"Modelo explicó que le gustaría volver a conducir un programa de espectáculos, agregó también que ya tiene en manejo mediático para enfrentar ese ..."
13/09/2023,22:45,Juez declara ilegal el plan migratorio DACA tras rechazar recurso del Gobierno de EE.UU.,Agencia EFE,EEUU,"El fallo, que tiene altas probabilidades de ser apelado nuevamente por el Ejecutivo de Biden, no ordena que se tomen acciones contra las personas..."
13/09/2023,22:19,EsSalud: trasladan a Lima en un operativo órganos de donante para salvar la vida de 6 personas,Redacción EC,Sucesos,"Familia de hombre de 43 años autorizó donación de corazón, hígado, riñones y córneas, luego que él sufriera un accidente "
13/09/2023,22:18,Los Sims 5 será gratuito y ampliará su contenido de forma periódica,Agencia Europa Press,Videojuegos,"El próximo título de la franquicia lleva por nombre Project Rene y se espera que, eventualmente, sea Los Sims 5"
13/09/2023,22:15,André Carrillo sobre el debut de Joao Grimaldo en la selección peruana: “está haciendo bien las cosas”,Redacción EC,Deportes,Joao Grimaldo hizo su debut absoluto en la selección peruana ante la poderosa Brasil por Eliminatorias y dejó buenas sensaciones. El joven delant...
13/09/2023,22:10,Amplían a tres meses más detención preventiva de gobernador opositor en Bolivia,Agencia EFE,Latinoamérica,Camacho habló por varios minutos y se dirigió al juez a quien dijo dar la oportunidad de obrar con “justicia” y hacer algo distinto “a lo que el ...
13/09/2023,22:10,El fracaso de Rafael Correa,Javier González-Olaechea Franco,Columnistas,"“Luego de estar muy rezagado en todas las encuestas, Daniel Noboa, de 35 años, dio la gran sorpresa entrando por los palos a la segunda vuelta"
13/09/2023,22:10,Caminando por los pasillos del poder,Fabian Ramos,Voz Universitaria,"“La ciencia política termina siendo un faro de luz en un momento de incertidumbre y una de las claves para un Perú más justo, próspero y democrát..."
13/09/2023,22:10,Indigna respuesta,Claudia Chiroque,Colaboradores,“La congresista Digna Calle ya afronta dos denuncias en la Subcomisión de Acusaciones Constitucionales por abandono del cargo y abuso de autorida...
13/09/2023,22:10,El estudiante es el centro de la política educativa,Marilú Martens,Colaboradores,“Una educación de calidad garantizará el futuro de nuestros estudiantes”.
13/09/2023,22:10,Las enfermeras en el Perú,Maurizio Cavani,Colaboradores,“A las enfermeras no se les da el trato profesional que merecen en los hospitales y clínicas y no se les paga acorde con la labor que cumplen”.
13/09/2023,22:10,Una designación desconcertante,Editorial El Comercio,Editorial,La elección de Eduardo Arana como ministro de Justicia fue desacertada y no hay manera de defenderla.
13/09/2023,21:58,Joey Montana lanzará canción junto con Christian Yaipén del Grupo 5,Redacción EC,Música,"Aunque no reveló el nombre del tema musical, el panameño indicó que sería una cumbia que se estrenará junto con el videoclip"
13/09/2023,21:57,6 gráficos que muestran la destrucción provocada por las catastróficas inundaciones en Libia,BBC News Mundo,África,"Aunque los expertos dicen que es muy temprano para vincular directamente las lluvias con el cambio climático, creen que la relación es clara"
13/09/2023,21:56,Milett Figueroa: así fue su debut en “Bailando 2023″ con canción para Marcelo Tinelli | VIDEO,Redacción EC,Noticias,La modelo y actriz peruana Milett Figueroa participa junto a Martín Salwe en el reality “Bailando 2023″. La pareja debutó con un mix del tema “Di...
13/09/2023,21:39,Colombia: Cientos de escolares marchan para que cesen las balas en su colegio,Agencia AFP,Latinoamérica,"Los disparos comenzaron en la noche del 5 de septiembre por choques entre disidentes de la antigua guerrilla de las FARC y militares, que dejaron..."
13/09/2023,21:36,¿Cómo saber si soy beneficiario del programa Juntos? Link para solicitar la inscripción,Redacción EC,Tramites,En esta nota exploraremos todo lo que necesitas saber sobre este importante subsidio que brinda el gobierno peruano a su población vulnerable. 
13/09/2023,21:36,¿Cómo puedo obtener el Certificado de Antecedentes Policiales vía online? Revisa este link,Redacción EC,Tramites,"A continuación, te contamos todo lo que debes saber sobre cómo puedo obtener el Certificado de Antecedentes Policiales vía online"
13/09/2023,21:34,Luis Cordero: Congreso verá este jueves 14 informe de Ética que plantea suspenderlo por 60 días,Redacción EC,Congreso,"Se trata de las denuncias presentadas en contra de Cordero Jon Tay, quien renunció a la bancada de Fuerza Popular, por presuntos maltratos contra..."
13/09/2023,21:26,Diego Rebagliati y la crítica a Neymar por las veces que reclamó durante el Perú vs. Brasil,Redacción EC,Respuestas,"El crack del Al-Hilal se mostró inquieto e incómodo durante los más de 90 minutos disputados en el Nacional de Lima, evidenciando además una acti..."
13/09/2023,21:15,"Niños Héroes en México: Quiénes son, cuál es su historia y por qué se les conmemora hoy, 13 de septiembre",Redacción EC,Quién,Cada 13 de setiembre México conmemora el Día de los Niños Héroes. Conoce aquí de qué se trata esta efemérides. 
13/09/2023,21:13,Perú vs Brasil: ¿por qué el fútbol puede ser importante para la salud mental de los peruanos?,Samanta Alva Vargas,Mente Sana,"Experto en salud mental indica que el fútbol es un reflejo de nuestra psicología colectiva, una herramienta poderosa que puede promover el bienes..."
13/09/2023,21:09,Bermudas cierra su aeropuerto y escuelas ante el avance del huracán Lee,Agencia EFE,Centroamérica,“Los servicios gubernamentales funcionarán con normalidad mañana y el viernes y los servicios presenciales en las oficinas del Gobierno se reanud...
13/09/2023,21:05,Ministro de Defensa afirma que no renunciará a su cargo tras ser interpelado por el Congreso,Redacción EC,Gobierno,"“No (voy a renunciar ni a evaluar una posible dimisión)”, indicó Jorge Chávez Cresta en breves declaraciones a los periodistas a su salida del Pa..."
13/09/2023,21:02,Selena Gómez ya no quiere que hagan memes de sus gestos: “Prefiero quedarme quieta”,Redacción EC,Famosos,Actriz se refirió a los nuevos memes que crearon a partir de sus expresiones en los MTV Video Music Awards y prometió no convertirse en un meme d...
13/09/2023,20:50,¿De qué trata el cambio que prepara WhatsApp el cual permitiría conectar con Telegram?,Redacción EC,Qué,"A continuación, te contaremos todo lo que debes saber sobre esta novedad que revolucionaría la interoperabilidad de las aplicaciones de mensajerí..."
13/09/2023,20:47,¿Qué puede pasar en mi cuerpo si consumo Complejo B todos los días?,Redacción EC,Qué,"La ingesta de suplementos vitamínicos repercute favorablemente en el organismo, pero será importante poder regular su utilización a fin de evitar..."
13/09/2023,20:45,¡Atención embarazadas! Por qué aparece una línea marrón en el vientre y en qué momento se borra,Redacción EC,Por qué,"Es sin duda la etapa más bonita que experimenta una mujer, pero a la vez puede resultar agobiante, incómodo y hasta estresante por los denominado..."
13/09/2023,20:42,Paul Gutiérrez retira su proyecto que modificaba causales de exoneración en pago de pensiones por alimentos,Redacción EC,Congreso,"Documento fue cuestionado debido a que de aprobarse, eventualmente quedaría sin efecto la aportación económica que el parlamentario de Perú Libre..."
13/09/2023,20:40,Xóchitl Gálvez dice que intento por demoler su casa es terror del oficialismo en México,Agencia EFE,México,"“¿Qué sigue? que se lleve mi bici al corralón, no manche, que prohíban el nombre de Xóchitl en el Registro Civil”, acusó la candidata por el opos..."
13/09/2023,20:39,"Día internacional del Chocolate: Por qué se celebra el 13 de septiembre, cuál es su origen, beneficios y más",Redacción EC,Respuestas,Conoce el origen de la celebración y los beneficios de consumir este delicioso dulce. 
13/09/2023,20:33,Despliegan un contingente de 180 policías en la frontera con Chile ante presencia de migrantes,Redacción EC,Sucesos,"Grupos de haitianos, venezolanos y colombianos permanecen en la Panamericana Sur, en la frontera entre Perú y Chile   "
13/09/2023,20:21,Resultados de la Quiniela del miércoles 13 de septiembre: mira los sorteos de la Nacional y Provincia,Redacción EC,Argentina,"Mira aquí los resultados de la Quiniela en sus cinco ediciones: Previa, Primera, Matutina, Vespertina y Nocturna."
13/09/2023,20:09,"Congreso interpeló al ministro de Defensa, Jorge Chávez Cresta",Martín Calderón,Congreso,"Si los congresistas consideran que las explicaciones del ministro fueron insuficientes,  pueden presentar una moción de censura, que de aprobarse..."
13/09/2023,20:00,Korina Rivadeneira afirma que la engañan con facilidad: “Soy muy ingenua”,Redacción EC,Farándula,La modelo venezolana Korina Rivadeneira participará en “¿Cuál es el verdadero?” este sábado a las 9 p.m. Competirá junto con Michelle Soifer y Gü...
13/09/2023,19:55,El dulce furor de los postres asiáticos en Lima y una guía para probarlos,Diana Gonzales Obando,Estilo,"Los videos viralizados en redes sociales como TikTok, sumados al continuo fervor por los animes, doramas y grupos de K-pop como BTS o Blackpink, ..."
13/09/2023,19:54,Lionel Messi: así es la Argentina campeón del mundo con su capitán en el banco | CRÓNICA,Leonardo Ledesma Watson,Selección,"Sin Messi, pero con un gran nivel de sus principales figuras como Di María, Enzo Fernández, Cuti Romero y compañía, los campeones del mundo ganar..."
13/09/2023,19:54,Ráfagas de hasta 50 kilómetros por hora azotaron Pisco: ¿qué es el Viento Paracas y cómo se desarrolla?,Mathías Panizo Arana,Ica,"Toda la zona costera de Ica se encuentra bajo alerta naranja por posibles ventarrones de alta velocidad. En el caso de la región sureña, esto imp..."
13/09/2023,19:54,Vladimir Putin acepta visitar Corea del Norte por invitación de Kim Jong-un,Agencia EFE,Europa,"Kim, que se encuentra de visita en Rusia, realizó la invitación durante la cena a la que ambos mandatarios asistieron tras celebrar una cumbre en..."
13/09/2023,19:54,Google vs. Estados Unidos: La batalla legal en la que acusan al gigante tecnológico de monopolizar Internet,Renzo Giner Vásquez,EEUU,El motor de búsqueda más utilizado en todo el mundo es acusado por la justicia estadounidense de haber recurrido a prácticas ilegales en su camin...
13/09/2023,19:54,Tráfico de bebes: investigan presunta red que operaba mediante un centro obstétrico clandestino y que habría vendido hasta 20 recién nacidos en C...,Melissa Valdivia Romero,Cusco,La fiscalía investiga a cuatro personas involucradas en el presunto delito de trata de personas. Mediante chats de teléfono negociaban venta de r...
13/09/2023,19:50,TikTok incorpora una tienda para comprar los productos que se muestran en los videos y directos,Agencia Europa Press,Actualidad,TikTok Shop está disponible desde este martes en Estados Unidos
13/09/2023,19:49,Así roban algunos agentes de seguridad en el Aeropuerto Internacional de Miami | VIDEO,"El Tiempo de Colombia, GDA",EEUU,"Los videos fueron divulgados por la fiscalía estatal de Miami-Dade y en ellos se ven a los agentes, identificados como Josue Gonzalez y Labarrius..."
13/09/2023,19:48,Perú en agonía y séptimo: Brasil nos manda a la lona con un cabezazo sobre el final | CRÓNICA,Jasson Curi Chang,Selección,"Con gol en el minuto 89 de Marquinhos -cabezazo en el primer palo que marcaba Ruidíaz-, Perú cayó 1-0 ante los auriverdes y sumó solo un punto en..."
13/09/2023,19:48,"Hace falta más que el corazón de Tapia, el atrevimiento de Grimaldo y el VAR: el UnoxUno de la dolorosa derrota de Perú ante Brasil",Marco Quilca León,Selección,"Perú le planteó un buen partido a Brasil, con un enorme Renato Tapia en la zaga. Pero el trabajo se fue por la borda con un tanto en el minuto 89..."
13/09/2023,19:35,Precio del dólar: así cerró el tipo de cambio este miércoles 13 de setiembre en Perú,Redacción EC,Mercados,Consulta la cotización en compra y venta de la moneda estadounidense en el país de este miércoles 13 de setiembre.
13/09/2023,19:35,Ate: una joven queda grave tras ataque con un cuchillo de sujeto en un parque | VIDEO,Redacción EC,Policiales,"Los familiares de la víctima denunciaron que el autor del ataque es su expareja, quien la venía amenazando y acosando tras terminar la relación  ..."
13/09/2023,19:31,Novak Djokovic no aguantó las lágrimas ante ovación en Serbia por ganar el US Open | VIDEO VIRAL,Redacción EC,Tenis,"El tenista número 1 del mundo fue recibido con gran algarabía en Serbia, junto con la selección de básquet."
13/09/2023,19:28,Francia retira el iPhone 12 del mercado por superar el límite de radiación permitida,Agencia Europa Press,Móviles,Agencia Nacional de Frecuencias (ANFR) francesa señaló que el iPhone 12 de Apple sobrepasa los límites establecidos de emisión de ondas de radiof...
13/09/2023,19:25,Migrantes varados en norte de México arriesgan sus vidas por su deseo de llegar a EE.UU.,Agencia EFE,México,"En esta zona, el pasado martes, un grupo de 150 migrantes montaron un campamento en el lecho del Río Bravo, justo frente a la puerta 28."
13/09/2023,19:12,Senamhi: “Hoy la humedad ha llegado hasta el 100 % durante la mayor parte de la madrugada”,Redacción EC,Sucesos,"Además, advirtió que estos índices se repetirán este jueves, producto del incremento de vientos en la costa central."
13/09/2023,18:56,Gremios empresariales en contra de posible adjudicación de lotes petroleros de Talara a Petro-Perú: ¿cuáles son los motivos?,Christian Silva,Economía,"Lotes I, VI y Z-69 están próximos a culminar su contrato de explotación. La SNMPE, Confiep y ComexPerú solicitaron un concurso público internacio..."
13/09/2023,18:49,Huracán Lee de categoría 2 avanza hacia las costas de Nueva Inglaterra con fuertes marejadas,Agencia EFE,EEUU,El centro del huracán Lee estaba localizado a esa hora a unas 380 millas (610 km) al sur-suroeste de Bermudas y a 965 millas (1.550 km) al sur de...
13/09/2023,18:47,El milagro de los niños peruanos que salvaron de morir gracias a un trasplante de órganos,Jorge Chávez Noriega,Historias,Cerca de 6 mil peruanos están en lista de espera para recibir un órgano y seguir viviendo. A pesar de tener una de las menores tasas de donación ...
13/09/2023,18:41,"Lenin, creador del Q-Pop, se presentará en el Parque de la Exposición: Fechas, horarios y entradas aquí",Redacción EC,Música,"Intérprete ofrecerá un concierto que mezclará danza, música y cultura andina peruana"
13/09/2023,18:34,La autenticidad como marca personal,Maria Fe Maldonado,Crecimiento Personal,La autenticidad implica tener un sentido de proporción acerca de uno mismo dentro del contexto de la vida. Es arrogante creerse más grande de lo ...
13/09/2023,18:30,"Partidos de hoy en vivo, miércoles 13 de septiembre: programación, dónde y en qué canales ver fútbol online",Redacción EC,Fútbol mundial,"Revisa la programación completa de todos los partidos de hoy, miércoles 13 de septiembre de 2023."
13/09/2023,18:27,"OPINIÓN | Sobre “momias alienígenas”, congresos y falta de evidencias",Bruno Ortiz Bisso,Actualidad,"Una vez más, el caso de las supuestas “momias alienígenas de Nasca” vuelve a concitar el interés. Solo que ahora las noticias vienen desde México..."
13/09/2023,18:25,#DateCuenta: El Comercio desmiente publicación de noticia sobre el Banco Central de Reserva del Perú,Redacción EC,Novedades,Información que circula en algunos portales y redes sociales hace referencia a un supuesto proyecto de inversión que no es real. Recordamos a tod...
13/09/2023,18:24,Árbitro amonesta a jugador de fútbol con tarjeta amarilla y este responde con cartilla “reversa de UNO”,Redacción EC,Cómo,Una reacción de un jugador ante una tarjeta amarilla se ha vuelto viral en redes sociales. Conoce qué pasó a continuación.
13/09/2023,18:22,Escultura de Mafalda será instalada en Lima el próximo 21 de setiembre: conoce el lugar exacto aquí,Redacción EC,Arte,"Mafalda, la icónica y querida caricatura argentina llega a Lima en septiembre y se instalará permanentemente en Barranco a partir del 21 de ese m..."
13/09/2023,18:20,"Joe Biden no hizo “nada malo”, dice la Casa Blanca tras pedido de destitución",Agencia AFP,EEUU,"“Han aparecido sin pruebas, ninguna, de que haya hecho algo malo. El presidente no hizo nada malo”, señaló la secretaria de prensa de Biden, Kari..."
13/09/2023,18:18,Sepsis: ¿qué es y cómo se produce la infección generalizada?,Samanta Alva Vargas,Salud Fisica,"En el Día Mundial de la Sepsis, conversamos con Diana Fernandez, intensivista en el Hospital Cayetano Heredia sobre los peligros de no atender un..."
13/09/2023,18:09,Rímac implementa botones de pánico en su lucha contra la delincuencia,Redacción EC,Seguridad,"Esta medida fue presentada en el Congreso para que se implemente a nivel nacional, ante el alto índice de criminalidad que somete a los peruanos."
13/09/2023,18:08,Gobierno anuncia las cinco ciudades que serán sede para el Foro APEC Perú 2024,Redacción EC,Gobierno,"Nuestro país fue sede del evento en dos ocasiones: 2008 y 2016. El foro está conformado por 21 economías, cuyos representantes llegarán al Perú e..."
13/09/2023,18:06,Milett Figueroa: Así fue su debut en el reality de baile de Marcelo Tinelli ,Redacción EC,Entretenimiento,"Milett Figueroa brilló en su debut en la pista de ‘Bailando 2023′, reality argentino conducido por Marcelo Tinelli. La modelo y actriz peruana ba..."
13/09/2023,18:06,Taylor Swift bailó y cantó al ritmo de Shakira y Bizarrap en los MTV VMAs 2023,Redacción EC,Entretenimiento,"La cantante colombiana se lució con una espectacular presentación en los MTV VMAs 2023, donde recordó varios de sus éxitos, entre ellos la Bizarr..."
